"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.q1.No","Answer.q1.Not sure","Answer.q1.Yes","Answer.q2.Create visual and fun itineraries","Answer.q2.Save gasoline","Answer.q2.Save planning time","Answer.q2.Support multiple stops","Answer.q2_2","Answer.q3.Bus route planning","Answer.q3.Delivery services","Answer.q3.Long-distance travelling between cities/countries","Answer.q3.Navigation services","Answer.q3_2","Approve","Reject"
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3X73LLYYQDVPH3R5JHLR9H7W2HGNH2","A0057974162M5711YISXP","Approved","Mon May 16 11:41:11 PDT 2022","Mon May 16 11:41:53 PDT 2022","Mon May 23 11:41:53 PDT 2022","Mon May 23 11:42:47 PDT 2022","","","42","100% (1/1)","0% (0/0)","0% (0/0)","true","false","false","false","false","false","false","","false","false","false","false",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3D4CH1LGEMAQS5S0Y1K46G0BFBS9GV","A0094659I23DX98WJN4Q","Approved","Wed Apr 27 19:01:49 PDT 2022","Wed Apr 27 19:02:31 PDT 2022","Wed May 04 19:02:31 PDT 2022","Wed May 04 19:02:35 PDT 2022","","","42","100% (2/2)","0% (0/0)","0% (0/0)","true","false","false","false","false","false","false","","false","false","false","false",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3IGI0VL64J1Z9KDSNUGHTQ4XE9ONOW","A0339715IMIIMD5R04VT","Approved","Tue May 17 11:31:39 PDT 2022","Tue May 17 11:32:08 PDT 2022","Tue May 24 11:32:08 PDT 2022","Tue May 24 11:33:07 PDT 2022","","","29","100% (1/1)","0% (0/0)","0% (0/0)","true","false","false","false","false","false","false","","false","false","false","false",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3FIUS151D7J57FF8C7QEYXMYIQIGGR","A1015WEFT5ZK8G","Approved","Sun Apr 24 18:11:07 PDT 2022","Sun Apr 24 18:11:37 PDT 2022","Sun May 01 18:11:37 PDT 2022","Sun May 01 18:11:53 PDT 2022","","","30","100% (1/1)","0% (0/0)","0% (0/0)","false","false","true","false","true","true","false","","false","false","false","true",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3W92K5RLW6YQ9FGJK669U1YJHX35V2","A1037WWQHXLFA0","Approved","Mon May 02 12:23:17 PDT 2022","Mon May 02 12:25:47 PDT 2022","Mon May 09 12:25:47 PDT 2022","Mon May 09 12:26:17 PDT 2022","","","150","100% (1/1)","0% (0/0)","0% (0/0)","false","false","true","true","false","true","false","","false","true","true","true",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3HUTX6F6V643KYOZ1BIX121ZV1K2O9","A103A7PRZURWVQ","Approved","Wed Apr 06 08:51:17 PDT 2022","Wed Apr 06 08:52:04 PDT 2022","Wed Apr 13 08:52:04 PDT 2022","Wed Apr 13 08:52:13 PDT 2022","","","47","100% (2/2)","0% (0/0)","0% (0/0)","true","false","false","false","false","false","false","","false","false","false","false",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3P1L2B7ADD69LKA7BH02GY086STOLP","A1050RQLMB3NOT","Approved","Wed Apr 27 23:46:05 PDT 2022","Wed Apr 27 23:46:49 PDT 2022","Wed May 04 23:46:49 PDT 2022","Wed May 04 23:47:44 PDT 2022","","","44","100% (1/1)","0% (0/0)","0% (0/0)","false","false","true","false","true","true","false","","false","true","true","false",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3SUWZRL0MAU5Q8UBUZR4M3OX8OAE6X","A106PY695N7JW0","Approved","Thu Apr 14 22:17:32 PDT 2022","Thu Apr 14 22:19:13 PDT 2022","Thu Apr 21 22:19:13 PDT 2022","Thu Apr 21 22:19:14 PDT 2022","","","101","100% (1/1)","0% (0/0)","0% (0/0)","false","false","true","false","true","true","false","","false","false","true","true","Scheduling business meeting in the city"
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3IAS3U3I0RXJ14ZQX6DBVI10OOY2BA","A109DH65MXHL0Q","Approved","Mon Apr 04 03:17:56 PDT 2022","Mon Apr 04 03:18:55 PDT 2022","Mon Apr 11 03:18:55 PDT 2022","Mon Apr 11 03:19:28 PDT 2022","","","59","100% (2/2)","0% (0/0)","0% (0/0)","false","false","true","false","false","false","true","","false","false","false","true",""
"30Y6N4AHZ0DRX1G20QEG3W1KL8YDRW","3JHTEM36TUN4SYTQHWO1OFJ2BRN9WD","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Vote On Whether It Is Necessary To Add Multiple Unordered Stops Feature To Google Maps","Multiple Unordered Stops","$0.02","Mon Apr 04 00:38:33 PDT 2022","2000","BatchId:4706654;OriginalHitTemplateId:928390912;","7200","604800","Sun Jul 03 00:38:33 PDT 2022","","","3HRMW88U1I78OL0998Z6QAJFBFP0M8","A10AS530CEDKEO","Approved","Tue May 17 08:41:34 PDT 2022","Tue May 17 08:42:04 PDT 2022","Tue May 24 08:42:04 PDT 2022","Tue May 24 08:42:57 PDT 2022","","","30","100% (1/1)","0% (0/0)","0% (0/0)","false","false","true","true","true","true","true","","true","true","true","true",""
