"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.time.1","Answer.time.10","Answer.time.2","Answer.time.3","Answer.time.4","Answer.time.5","Answer.time.6","Answer.time.7","Answer.time.8","Answer.time.9","Approve","Reject"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","3018Q3ZVOU7VMEBJ6ISG1FP3DBIARE","A2FQYXUQ7F8IKK","Approved","Thu Sep 15 01:59:08 PDT 2022","Thu Sep 15 02:00:26 PDT 2022","Thu Sep 22 02:00:26 PDT 2022","Thu Sep 22 02:01:15 PDT 2022","","","78","100% (1/1)","0% (0/0)","0% (0/0)","false","false","false","true","false","false","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","3018Q3ZVOU7VMEBJ6ISG1FP3DEXARZ","A3QH0EUE8CJTPQ","Approved","Thu Sep 15 09:33:06 PDT 2022","Thu Sep 15 09:42:56 PDT 2022","Thu Sep 22 09:42:56 PDT 2022","Thu Sep 22 09:43:19 PDT 2022","","","590","100% (1/1)","0% (0/0)","0% (0/0)","false","false","false","false","false","true","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","3018Q3ZVOU7VMEBJ6ISG1FP3FQLARD","A1MCTY70H6XGGF","Approved","Tue Sep 27 12:22:07 PDT 2022","Tue Sep 27 13:00:39 PDT 2022","Tue Oct 04 13:00:39 PDT 2022","Tue Oct 04 13:01:18 PDT 2022","","","2312","100% (1/1)","100% (1/1)","0% (0/0)","false","false","false","false","false","true","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","3018Q3ZVOU7VMEBJ6ISG1FP3GOZARO","A38GN7N75IHSO6","Approved","Mon Oct 03 13:04:00 PDT 2022","Mon Oct 03 13:04:08 PDT 2022","Mon Oct 10 13:04:08 PDT 2022","Mon Oct 10 13:04:34 PDT 2022","","","8","100% (1/1)","100% (1/1)","0% (0/0)","false","false","false","false","false","true","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","304SM51WAFLC63GORLSHM0E5HXWBSC","A2PGYNC7GS08OU","Approved","Thu Sep 15 06:48:41 PDT 2022","Thu Sep 15 06:48:58 PDT 2022","Thu Sep 22 06:48:58 PDT 2022","Thu Sep 22 06:49:18 PDT 2022","","","17","100% (1/1)","0% (0/0)","0% (0/0)","true","false","false","false","false","false","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","304SM51WAFLC63GORLSHM0E5KJQSBY","A1B66AFZ7ZLF16","Approved","Wed Sep 28 13:54:22 PDT 2022","Wed Sep 28 13:54:58 PDT 2022","Wed Oct 05 13:54:58 PDT 2022","Wed Oct 05 13:55:35 PDT 2022","","","36","100% (1/1)","100% (1/1)","0% (0/0)","false","false","false","true","false","false","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","308Q0PEVBKU4OWYVOPK7RSDSLKAI97","A20U2K7ORRSIV8","Approved","Sun Sep 18 02:56:21 PDT 2022","Sun Sep 18 02:59:51 PDT 2022","Sun Sep 25 02:59:51 PDT 2022","Sun Sep 25 03:00:06 PDT 2022","","","210","100% (1/1)","0% (0/0)","0% (0/0)","false","false","false","true","false","false","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","308Q0PEVBKU4OWYVOPK7RSDSLW4I9P","A3RK8BN4ZQZUDS","Approved","Mon Sep 19 16:37:49 PDT 2022","Mon Sep 19 16:38:09 PDT 2022","Mon Sep 26 16:38:09 PDT 2022","Mon Sep 26 16:38:38 PDT 2022","","","20","100% (2/2)","0% (0/0)","0% (0/0)","false","false","true","false","false","false","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","308XBLVESUL05OGBCWSCWQ99VUIRB7","A1FRTGWGCB38LZ","Approved","Thu Sep 15 05:25:53 PDT 2022","Thu Sep 15 05:26:10 PDT 2022","Thu Sep 22 05:26:10 PDT 2022","Thu Sep 22 05:26:16 PDT 2022","","","17","100% (1/1)","0% (0/0)","0% (0/0)","false","false","false","false","false","true","false","false","false","false"
"30OITAWPC1K25HPIS5XK3WGOBL6H9P","3TLBHISGT03Q9E5KEB65XWH178CAB2","A survey on the expected response time of navigation app","What is your acceptable response time (excluding network delay) when you use a navigation app?","Navigation app, Response time","$0.02","Wed Sep 14 21:28:32 PDT 2022","2000","BatchId:4837730;OriginalHitTemplateId:928390912;","604800","604800","Tue Dec 13 20:28:32 PST 2022","","","30BUDKLTXPC974UXPGHZUXAY6985E9","A3F26B5BSH2SBI","Approved","Thu Sep 15 05:28:53 PDT 2022","Thu Sep 15 05:29:23 PDT 2022","Thu Sep 22 05:29:23 PDT 2022","Thu Sep 22 05:30:16 PDT 2022","","","30","100% (1/1)","0% (0/0)","0% (0/0)","false","false","false","false","true","false","false","false","false","false"
